age,height_cm,weight_kg,work_rate_att,overall
18,174.0,67.0,High,58
26,180.0,72.0,High,58
25,184.0,85.0,Medium,58
19,195.0,88.0,Low,58
17,181.0,79.0,Medium,58
21,181.0,69.0,Medium,58
19,171.0,70.0,Medium,58
27,186.0,77.0,Medium,58
18,168.0,63.0,High,58
18,176.0,63.0,Medium,58
20,178.0,69.0,Medium,58
25,175.0,68.0,Medium,58
21,177.0,63.0,Medium,58
19,191.0,83.0,Medium,58
19,189.0,85.0,Medium,58
26,170.0,68.0,Medium,58
18,193.0,88.0,Low,58
23,185.0,83.0,High,58
22,181.0,69.0,High,58
21,188.0,76.0,Medium,58
18,183.0,75.0,High,58
19,191.0,75.0,Medium,58
18,183.0,75.0,High,58
18,174.0,58.0,Medium,58
19,185.0,70.0,Medium,58
21,183.0,80.0,High,58
18,183.0,71.0,Medium,58
24,173.0,70.0,High,58
25,176.0,67.0,Medium,58
20,190.0,75.0,Medium,58
17,188.0,80.0,Medium,58
22,181.0,80.0,Medium,58
23,191.0,74.0,Medium,58
18,183.0,79.0,Medium,58
21,190.0,80.0,High,58
24,187.0,81.0,Medium,58
30,180.0,74.0,Medium,58
25,178.0,64.0,Medium,58
18,181.0,79.0,High,58
32,175.0,73.0,Medium,58
23,181.0,79.0,Medium,58
20,184.0,75.0,Medium,58
27,184.0,78.0,High,58
33,180.0,75.0,Medium,58
25,185.0,75.0,Medium,58
29,186.0,80.0,Medium,58
23,175.0,67.0,Medium,58
22,183.0,86.0,Medium,58
21,187.0,76.0,High,58
18,185.0,75.0,Medium,58
29,181.0,75.0,High,58
24,185.0,83.0,Medium,57
17,173.0,66.0,Medium,57
20,187.0,76.0,High,57
20,187.0,72.0,Medium,57
19,175.0,64.0,Medium,57
19,174.0,62.0,Low,57
19,190.0,79.0,Medium,57
22,185.0,80.0,Medium,57
20,173.0,63.0,High,57
23,180.0,72.0,Medium,57
24,183.0,80.0,High,57
24,170.0,66.0,Medium,57
24,187.0,81.0,Medium,57
20,182.0,75.0,Medium,57
27,185.0,81.0,Medium,57
18,173.0,67.0,Medium,57
27,188.0,70.0,Low,57
19,182.0,74.0,Medium,57
21,188.0,72.0,Medium,57
20,183.0,68.0,Medium,57
28,171.0,68.0,High,57
36,185.0,83.0,Medium,57
19,181.0,74.0,High,57
25,180.0,71.0,Medium,57
28,177.0,72.0,High,57
26,179.0,70.0,High,57
20,198.0,77.0,Medium,57
23,175.0,68.0,Medium,57
21,176.0,63.0,Medium,57
20,190.0,84.0,Medium,57
18,180.0,73.0,Medium,57
19,173.0,64.0,Medium,57
21,170.0,69.0,Medium,57
23,178.0,74.0,Medium,57
19,185.0,75.0,Medium,57
23,182.0,72.0,Medium,57
18,181.0,66.0,Medium,57
20,187.0,84.0,Medium,57
20,164.0,60.0,Medium,57
22,190.0,85.0,Medium,57
17,175.0,61.0,Medium,57
25,185.0,81.0,Medium,57
21,180.0,80.0,Medium,57
18,183.0,64.0,Medium,57
19,180.0,65.0,Medium,57
20,182.0,79.0,Medium,57
20,174.0,68.0,Medium,57
18,180.0,81.0,High,57
28,185.0,80.0,High,57
18,180.0,70.0,High,57
20,176.0,60.0,Medium,57
23,181.0,75.0,Medium,57
20,175.0,69.0,Medium,57
20,188.0,77.0,Medium,57
19,185.0,78.0,Low,57
19,180.0,70.0,Medium,57
22,180.0,60.0,Medium,57
18,170.0,70.0,High,57
20,177.0,63.0,Medium,57
28,172.0,67.0,Medium,57
27,175.0,68.0,Medium,57
19,175.0,65.0,Medium,57
19,174.0,69.0,Medium,57
21,180.0,70.0,Medium,57
17,180.0,72.0,Medium,57
26,188.0,84.0,Medium,57
19,183.0,75.0,Medium,57
19,193.0,78.0,Medium,57
21,178.0,74.0,Medium,57
19,186.0,83.0,Medium,57
24,183.0,82.0,High,57
21,180.0,75.0,Medium,57
24,194.0,86.0,Medium,57
18,176.0,64.0,Medium,57
18,183.0,71.0,Medium,57
21,166.0,65.0,Medium,57
20,190.0,85.0,Medium,57
20,181.0,83.0,Medium,57
23,173.0,73.0,High,57
24,190.0,82.0,Medium,57
20,191.0,82.0,Medium,57
19,178.0,68.0,Medium,57
21,184.0,77.0,Medium,57
22,194.0,90.0,Medium,57
31,165.0,65.0,Medium,57
27,185.0,75.0,Medium,57
20,178.0,64.0,Medium,57
21,183.0,70.0,Medium,57
21,178.0,74.0,Medium,57
21,180.0,75.0,High,57
19,194.0,78.0,Medium,57
32,190.0,90.0,High,57
19,179.0,72.0,Medium,57
19,194.0,89.0,Medium,57
25,186.0,90.0,Medium,57
19,176.0,68.0,High,57
21,183.0,84.0,Medium,57
17,183.0,75.0,Medium,57
25,178.0,76.0,Medium,57
22,179.0,76.0,Medium,57
21,182.0,69.0,Medium,57
19,178.0,65.0,Medium,57
20,180.0,83.0,Medium,57
24,184.0,72.0,High,57
16,186.0,79.0,Medium,57
21,169.0,62.0,Medium,57
20,185.0,75.0,Medium,57
19,181.0,71.0,Medium,57
41,188.0,85.0,Medium,57
24,195.0,87.0,Medium,57
20,184.0,68.0,High,57
17,177.0,69.0,High,57
19,178.0,84.0,Medium,57
32,191.0,83.0,Medium,57
19,190.0,79.0,Medium,57
19,176.0,71.0,Medium,57
24,168.0,62.0,Medium,57
23,190.0,81.0,Medium,57
18,168.0,65.0,Medium,57
27,172.0,76.0,Medium,57
17,174.0,73.0,Medium,57
19,177.0,70.0,High,57
18,178.0,70.0,Medium,57
22,170.0,67.0,Medium,57
25,172.0,68.0,Medium,57
20,178.0,73.0,Medium,57
18,173.0,66.0,Medium,57
18,181.0,68.0,Medium,57
23,182.0,76.0,Medium,57
20,181.0,75.0,Medium,57
23,190.0,80.0,Medium,57
22,174.0,75.0,Medium,57
19,186.0,79.0,Medium,57
20,176.0,67.0,Medium,57
17,183.0,75.0,Medium,57
20,174.0,74.0,Medium,57
23,188.0,82.0,Low,57
19,169.0,65.0,Medium,57
21,167.0,66.0,Medium,57
19,180.0,74.0,Medium,57
32,187.0,83.0,Medium,57
19,167.0,53.0,Medium,57
23,187.0,80.0,Medium,57
19,179.0,70.0,Medium,57
27,188.0,91.0,Medium,57
18,190.0,81.0,Low,57
19,176.0,67.0,Medium,57
20,185.0,75.0,Medium,57
19,170.0,69.0,Medium,57
21,180.0,72.0,Medium,57
27,185.0,77.0,Medium,57
18,183.0,70.0,Medium,57
22,180.0,76.0,Medium,57
19,178.0,64.0,Medium,57
18,188.0,78.0,Medium,57
19,187.0,70.0,Medium,57
28,172.0,73.0,Medium,57
21,179.0,82.0,Medium,57
20,178.0,73.0,Medium,57
18,185.0,75.0,Medium,57
19,177.0,74.0,High,57
24,183.0,78.0,Medium,57
19,178.0,70.0,Medium,57
21,171.0,71.0,High,57
19,190.0,82.0,High,57
17,177.0,70.0,Medium,57
19,188.0,75.0,Medium,57
22,180.0,73.0,Medium,57
23,191.0,85.0,Medium,57
21,176.0,65.0,High,57
23,186.0,64.0,Medium,57
21,178.0,67.0,High,57
21,188.0,75.0,High,57
23,178.0,79.0,Medium,57
21,168.0,49.0,Medium,57
23,184.0,78.0,Medium,57
20,166.0,60.0,Medium,57
19,181.0,79.0,Medium,57
33,188.0,83.0,Medium,57
28,178.0,75.0,Medium,57
22,193.0,89.0,Medium,57
20,194.0,86.0,Medium,57
23,192.0,80.0,Medium,57
23,191.0,83.0,Medium,57
23,170.0,70.0,Medium,57
21,183.0,75.0,Medium,57
27,186.0,83.0,Medium,57
24,172.0,67.0,Medium,57
19,183.0,70.0,High,57
21,180.0,78.0,Medium,57
20,185.0,78.0,Medium,57
24,185.0,82.0,Medium,57
22,175.0,64.0,High,57
24,179.0,82.0,Medium,57
18,178.0,79.0,Medium,57
21,190.0,83.0,Medium,57
33,197.0,91.0,Medium,57
18,180.0,71.0,High,57
20,186.0,83.0,Medium,57
20,179.0,68.0,Medium,57
25,187.0,75.0,Medium,57
19,184.0,79.0,Medium,57
25,175.0,77.0,High,57
21,177.0,68.0,Medium,57
18,179.0,68.0,Medium,57
20,188.0,80.0,Medium,57
20,175.0,73.0,Medium,57
22,176.0,67.0,Medium,57
20,180.0,70.0,Medium,57
23,169.0,67.0,Medium,57
20,178.0,73.0,High,57
22,175.0,80.0,Low,57
20,184.0,70.0,Medium,57
17,184.0,75.0,High,57
30,189.0,87.0,Medium,57
18,179.0,77.0,Medium,57
20,173.0,61.0,Medium,57
20,178.0,65.0,High,57
20,175.0,75.0,High,57
25,170.0,60.0,Medium,57
20,196.0,90.0,Medium,57
28,188.0,86.0,Medium,57
28,173.0,70.0,Medium,57
22,177.0,69.0,Medium,57
19,178.0,65.0,Medium,57
17,186.0,89.0,Medium,57
18,185.0,75.0,Medium,57
19,187.0,76.0,Medium,57
20,177.0,71.0,Low,57
19,175.0,75.0,High,57
22,196.0,92.0,Medium,57
19,186.0,79.0,Medium,57
23,180.0,80.0,Medium,57
21,173.0,70.0,Low,57
18,175.0,68.0,Medium,57
21,185.0,79.0,Low,57
29,170.0,72.0,Medium,57
22,170.0,68.0,High,57
23,181.0,73.0,High,57
18,174.0,71.0,Medium,57
19,181.0,70.0,High,57
19,180.0,75.0,Low,57
21,185.0,75.0,Medium,57
18,178.0,73.0,Medium,57
24,172.0,56.0,Medium,57
23,178.0,70.0,Medium,57
22,187.0,73.0,Medium,57
24,175.0,75.0,Medium,57
18,189.0,77.0,Medium,57
28,173.0,69.0,Medium,57
21,170.0,65.0,High,57
19,183.0,75.0,High,57
19,175.0,70.0,Medium,57
22,180.0,84.0,Medium,57
21,176.0,71.0,High,57
28,185.0,73.0,Medium,57
21,185.0,78.0,Medium,57
25,196.0,91.0,Medium,57
18,174.0,71.0,Medium,57
21,179.0,74.0,Medium,57
18,171.0,69.0,Medium,57
23,193.0,84.0,Medium,57
20,183.0,80.0,Low,57
19,169.0,68.0,Medium,57
19,178.0,75.0,Medium,57
31,173.0,75.0,Medium,57
19,180.0,74.0,Medium,57
18,185.0,73.0,Medium,57
22,179.0,70.0,High,57
23,175.0,74.0,Medium,57
22,175.0,65.0,Medium,57
23,181.0,69.0,Medium,57
20,198.0,76.0,Medium,57
19,180.0,75.0,High,57
25,170.0,71.0,Medium,57
20,180.0,70.0,Medium,57
21,184.0,73.0,Medium,57
26,185.0,83.0,Medium,57
28,188.0,84.0,High,57
21,180.0,75.0,Medium,57
20,172.0,63.0,Medium,57
23,186.0,71.0,Medium,57
21,160.0,63.0,Medium,57
20,180.0,72.0,Medium,57
18,172.0,72.0,Medium,57
22,175.0,73.0,Medium,57
20,176.0,69.0,High,57
19,183.0,70.0,Medium,57
21,175.0,68.0,Medium,57
19,176.0,70.0,High,57
19,180.0,75.0,Medium,57
18,179.0,69.0,Medium,57
20,175.0,70.0,Medium,57
25,196.0,87.0,High,57
18,185.0,80.0,Medium,57
21,180.0,70.0,Medium,57
19,176.0,67.0,Medium,57
21,168.0,65.0,High,57
24,187.0,85.0,Low,57
19,168.0,60.0,Medium,57
20,195.0,94.0,Low,57
23,185.0,83.0,Low,57
20,182.0,75.0,Medium,57
23,196.0,80.0,Medium,57
39,186.0,88.0,Medium,57
19,175.0,76.0,Medium,57
23,189.0,80.0,Medium,57
18,170.0,62.0,Medium,57
18,173.0,65.0,High,57
19,174.0,71.0,Medium,57
18,177.0,69.0,Medium,57
21,170.0,68.0,Medium,57
21,186.0,74.0,Medium,57
18,187.0,75.0,Medium,57
19,184.0,84.0,Medium,57
21,178.0,71.0,High,57
19,183.0,72.0,Medium,57
24,178.0,76.0,Medium,57
20,178.0,72.0,Medium,57
16,183.0,68.0,Medium,57
19,182.0,70.0,High,57
20,179.0,78.0,Medium,57
26,182.0,83.0,Medium,57
21,173.0,62.0,Medium,57
18,184.0,74.0,Medium,57
19,190.0,84.0,Medium,57
26,193.0,91.0,Medium,57
21,180.0,80.0,Medium,57
23,175.0,70.0,Medium,57
22,165.0,70.0,Medium,57
22,188.0,70.0,Medium,57
24,185.0,75.0,Medium,57
21,188.0,86.0,Medium,57
25,171.0,63.0,Medium,57
20,171.0,66.0,Medium,57
19,174.0,66.0,Medium,57
18,173.0,77.0,Medium,57
17,175.0,63.0,Medium,57
21,172.0,60.0,Medium,57
23,193.0,89.0,Medium,57
20,181.0,64.0,Low,57
21,191.0,82.0,Medium,57
21,172.0,67.0,Medium,57
22,179.0,68.0,Medium,57
26,188.0,81.0,Medium,57
19,186.0,82.0,Medium,57
23,183.0,77.0,Low,57
18,175.0,63.0,Medium,57
20,188.0,78.0,Low,57
17,179.0,66.0,Medium,57
19,188.0,80.0,Medium,57
19,173.0,65.0,High,57
21,180.0,76.0,Medium,57
19,180.0,70.0,High,57
22,178.0,73.0,Medium,57
23,179.0,72.0,Medium,57
33,185.0,80.0,Medium,57
18,184.0,67.0,Medium,57
23,181.0,76.0,Medium,57
27,176.0,73.0,Medium,57
19,181.0,73.0,Medium,57
19,191.0,78.0,Low,57
20,180.0,73.0,Medium,57
22,193.0,82.0,Medium,57
19,175.0,69.0,High,57
19,165.0,66.0,High,57
19,190.0,80.0,High,57
25,173.0,69.0,Medium,57
19,182.0,71.0,Medium,57
19,177.0,65.0,Medium,57
22,188.0,85.0,Medium,57
17,188.0,78.0,Medium,57
20,178.0,63.0,Medium,57
19,182.0,75.0,Medium,57
19,193.0,83.0,Medium,57
19,179.0,74.0,Medium,57
20,186.0,81.0,Medium,57
21,184.0,75.0,Medium,56
20,188.0,76.0,Medium,56
19,175.0,66.0,Medium,56
22,186.0,74.0,Medium,56
20,192.0,80.0,Medium,56
22,178.0,64.0,Medium,56
20,177.0,80.0,Medium,56
19,179.0,65.0,Medium,56
18,181.0,73.0,Medium,56
17,191.0,87.0,Medium,56
18,179.0,69.0,High,56
27,183.0,79.0,High,56
22,190.0,73.0,Medium,56
22,178.0,75.0,Medium,56
19,186.0,79.0,Medium,56
26,186.0,80.0,Medium,56
19,193.0,87.0,Medium,56
20,173.0,64.0,Medium,56
19,183.0,74.0,Medium,56
19,187.0,75.0,High,56
24,170.0,69.0,Medium,56
27,176.0,70.0,Medium,56
20,180.0,68.0,Medium,56
18,186.0,77.0,Medium,56
20,189.0,83.0,Medium,56
20,182.0,78.0,High,56
19,189.0,83.0,Medium,56
22,175.0,67.0,Medium,56
19,180.0,65.0,Medium,56
20,185.0,84.0,Medium,56
18,190.0,84.0,Medium,56
20,176.0,68.0,Medium,56
17,175.0,55.0,Medium,56
19,187.0,79.0,Medium,56
21,192.0,87.0,Medium,56
22,183.0,80.0,Medium,56
31,187.0,72.0,Medium,56
17,168.0,65.0,Medium,56
19,183.0,72.0,Medium,56
32,179.0,73.0,Medium,56
18,179.0,73.0,Medium,56
24,185.0,72.0,Medium,56
20,197.0,94.0,Medium,56
19,170.0,60.0,Medium,56
19,180.0,76.0,Medium,56
21,178.0,75.0,Medium,56
18,177.0,74.0,High,56
20,186.0,74.0,Medium,56
20,183.0,68.0,Medium,56
20,180.0,68.0,Medium,56
19,185.0,75.0,Medium,56
17,185.0,75.0,Medium,56
21,180.0,70.0,Medium,56
17,180.0,75.0,Medium,56
25,188.0,83.0,Medium,56
22,188.0,85.0,High,56
25,182.0,75.0,High,56
19,190.0,81.0,High,56
18,184.0,70.0,High,56
19,177.0,80.0,Medium,56
19,160.0,65.0,Medium,56
17,185.0,74.0,Medium,56
26,180.0,82.0,Medium,56
23,178.0,73.0,Medium,56
19,174.0,65.0,Medium,56
29,185.0,80.0,High,56
23,177.0,71.0,Medium,56
21,187.0,78.0,Medium,56
35,176.0,70.0,Medium,56
19,185.0,75.0,High,56
19,178.0,72.0,Medium,56
21,178.0,75.0,Medium,56
20,186.0,78.0,Medium,56
26,182.0,73.0,Low,56
19,179.0,70.0,Medium,56
17,170.0,66.0,Medium,56
19,185.0,72.0,Medium,56
22,188.0,79.0,Medium,56
18,180.0,74.0,Low,56
21,194.0,86.0,Medium,56
22,178.0,70.0,High,56
25,177.0,70.0,Medium,56
21,177.0,67.0,Medium,56
18,180.0,82.0,Medium,56
20,188.0,83.0,Medium,56
21,194.0,80.0,Low,56
22,185.0,76.0,Medium,56
25,175.0,70.0,Medium,56
27,188.0,86.0,Medium,56
29,191.0,85.0,Low,56
19,192.0,77.0,Medium,56
25,192.0,85.0,Medium,56
26,188.0,83.0,Medium,56
19,175.0,80.0,High,56
17,185.0,65.0,High,56
25,175.0,74.0,Medium,56
19,178.0,75.0,Medium,56
19,170.0,68.0,Medium,56
33,186.0,82.0,Medium,56
21,185.0,76.0,Medium,56
20,191.0,76.0,Medium,56
24,185.0,76.0,Medium,56
18,178.0,73.0,Medium,56
19,177.0,71.0,Medium,56
24,166.0,70.0,Medium,56
20,188.0,79.0,Medium,56
27,194.0,90.0,Medium,56
27,175.0,66.0,High,56
29,178.0,75.0,Medium,56
20,175.0,74.0,Medium,56
20,173.0,70.0,Medium,56
21,175.0,70.0,Medium,56
22,195.0,83.0,Medium,56
20,175.0,75.0,High,56
21,190.0,84.0,Medium,56
20,177.0,72.0,Medium,56
22,177.0,71.0,Medium,56
18,185.0,75.0,Low,56
20,180.0,70.0,Medium,56
18,184.0,78.0,High,56
23,187.0,83.0,Medium,56
21,177.0,70.0,Medium,56
22,174.0,65.0,Medium,56
18,175.0,69.0,Medium,56
17,179.0,75.0,Medium,56
22,181.0,70.0,Medium,56
20,170.0,67.0,High,56
17,198.0,90.0,Medium,56
19,180.0,70.0,Medium,56
22,182.0,75.0,Medium,56
21,180.0,75.0,High,56
19,186.0,78.0,Medium,56
20,188.0,83.0,Medium,56
20,172.0,70.0,Medium,56
20,183.0,88.0,Medium,56
19,182.0,74.0,Medium,56
22,178.0,71.0,Medium,56
21,187.0,74.0,Low,56
21,185.0,77.0,Medium,56
21,185.0,80.0,Medium,56
20,187.0,77.0,Medium,56
17,180.0,69.0,Medium,56
29,177.0,77.0,Medium,56
17,183.0,76.0,Medium,56
18,187.0,71.0,High,56
20,178.0,80.0,Medium,56
17,172.0,62.0,High,56
19,186.0,75.0,Medium,56
26,180.0,70.0,Medium,56
18,180.0,76.0,Medium,56
18,180.0,76.0,Low,56
23,178.0,71.0,Medium,56
24,180.0,79.0,High,56
19,185.0,70.0,Medium,56
24,173.0,68.0,High,56
22,171.0,68.0,Medium,56
17,190.0,81.0,Medium,56
19,175.0,70.0,Medium,56
21,178.0,70.0,High,56
19,191.0,85.0,Medium,56
22,175.0,68.0,Medium,56
22,189.0,75.0,Medium,56
19,165.0,66.0,Medium,56
20,180.0,70.0,Medium,56
20,180.0,76.0,Medium,56
20,186.0,78.0,High,56
17,182.0,84.0,Medium,56
20,175.0,71.0,Medium,56
21,178.0,68.0,Medium,56
20,184.0,78.0,Medium,56
21,179.0,77.0,Medium,56
23,175.0,70.0,Medium,56
19,172.0,66.0,Medium,56
21,178.0,72.0,Medium,56
18,183.0,69.0,Medium,56
18,185.0,75.0,High,56
21,193.0,88.0,Low,56
19,175.0,65.0,Medium,56
18,175.0,70.0,Medium,56
25,188.0,85.0,Medium,56
20,174.0,66.0,High,56
19,182.0,70.0,Medium,56
20,174.0,68.0,Medium,56
20,180.0,72.0,Medium,56
19,183.0,71.0,Medium,56
22,195.0,78.0,Medium,56
18,169.0,66.0,High,56
19,178.0,66.0,High,56
24,177.0,70.0,High,56
20,185.0,83.0,Medium,56
22,180.0,72.0,Medium,56
21,184.0,75.0,Medium,56
19,185.0,79.0,Medium,56
17,180.0,78.0,High,56
22,175.0,65.0,Medium,56
21,181.0,78.0,Medium,56
19,177.0,60.0,Medium,56
20,165.0,64.0,Medium,56
18,178.0,74.0,Medium,56
20,183.0,72.0,Medium,56
29,186.0,80.0,Medium,56
21,183.0,83.0,Medium,56
20,180.0,74.0,Medium,56
21,189.0,83.0,Medium,56
18,174.0,75.0,High,56
20,182.0,75.0,High,56
23,172.0,73.0,Medium,56
22,180.0,81.0,Medium,56
22,177.0,72.0,Medium,56
18,178.0,73.0,Medium,56
27,178.0,71.0,High,56
26,176.0,71.0,Medium,56
21,184.0,78.0,Medium,56
25,172.0,65.0,High,56
19,169.0,68.0,Medium,56
23,178.0,72.0,High,56
18,172.0,65.0,Medium,56
19,176.0,70.0,Medium,56
21,177.0,69.0,Medium,56
22,194.0,80.0,High,56
27,185.0,80.0,Medium,56
23,183.0,77.0,Medium,56
20,170.0,63.0,High,56
19,185.0,75.0,Medium,56
33,175.0,77.0,High,56
19,181.0,77.0,Medium,56
18,180.0,70.0,High,56
25,178.0,73.0,Medium,56
17,185.0,75.0,Medium,56
20,182.0,75.0,High,56
18,177.0,67.0,Medium,56
18,175.0,63.0,Medium,56
21,192.0,84.0,Medium,56
28,173.0,79.0,Medium,56
22,175.0,73.0,Medium,56
18,170.0,70.0,Medium,56
34,186.0,80.0,Medium,56
24,178.0,75.0,Medium,56
18,182.0,71.0,Medium,56
21,177.0,66.0,Medium,56
24,178.0,77.0,High,56
18,175.0,68.0,Medium,56
21,180.0,75.0,Medium,56
20,185.0,73.0,Medium,56
18,173.0,73.0,High,56
18,184.0,80.0,Medium,56
20,179.0,77.0,Medium,56
25,180.0,70.0,Medium,56
22,186.0,75.0,Low,56
19,177.0,70.0,High,56
19,177.0,73.0,Medium,56
23,183.0,76.0,Medium,56
19,183.0,75.0,Medium,56
22,170.0,68.0,Medium,56
19,180.0,75.0,Medium,56
20,180.0,64.0,Medium,56
19,174.0,69.0,Low,56
22,184.0,74.0,Medium,56
18,184.0,71.0,Medium,56
18,183.0,69.0,Medium,56
19,173.0,64.0,Medium,56
25,175.0,77.0,Medium,56
20,188.0,79.0,Medium,56
24,203.0,80.0,Medium,56
20,193.0,85.0,Medium,56
18,180.0,66.0,Medium,56
22,178.0,74.0,Medium,56
19,181.0,73.0,Medium,56
18,186.0,73.0,Medium,56
21,175.0,66.0,Medium,56
19,184.0,80.0,Medium,56
20,189.0,74.0,Medium,56
20,188.0,81.0,Medium,56
17,165.0,68.0,High,56
24,178.0,80.0,Medium,56
19,178.0,74.0,Medium,56
17,182.0,73.0,Medium,56
21,180.0,71.0,Medium,56
20,182.0,70.0,Medium,56
22,188.0,70.0,High,56
18,173.0,61.0,High,56
21,187.0,75.0,Medium,56
25,186.0,81.0,Medium,56
18,177.0,72.0,Medium,56
20,185.0,80.0,Medium,56
21,166.0,65.0,Medium,56
20,165.0,62.0,Medium,56
23,173.0,73.0,Medium,56
25,185.0,78.0,Medium,56
19,182.0,76.0,Medium,56
22,177.0,70.0,Medium,56
27,185.0,72.0,Medium,56
20,191.0,69.0,Medium,56
21,173.0,73.0,Medium,56
19,192.0,84.0,Medium,56
19,191.0,75.0,Medium,56
20,190.0,81.0,Medium,56
20,196.0,93.0,Medium,56
22,177.0,66.0,Medium,56
19,183.0,74.0,Medium,56
17,178.0,60.0,Medium,56
20,175.0,73.0,Medium,56
23,175.0,65.0,High,56
22,180.0,68.0,Medium,56
19,182.0,70.0,Medium,56
19,177.0,78.0,Medium,56
17,184.0,74.0,Medium,56
19,174.0,61.0,Medium,56
20,182.0,77.0,Medium,56
25,172.0,73.0,Medium,56
22,188.0,77.0,Medium,56
24,192.0,79.0,Medium,56
19,178.0,79.0,Medium,56
24,185.0,84.0,Medium,56
18,178.0,70.0,High,56
20,178.0,72.0,Medium,56
19,184.0,72.0,Medium,55
43,183.0,83.0,Medium,55
30,181.0,71.0,Medium,55
20,178.0,74.0,Medium,55
20,188.0,75.0,Medium,55
21,180.0,75.0,Medium,55
17,184.0,84.0,Medium,55
19,191.0,77.0,Medium,55
18,186.0,80.0,Medium,55
18,182.0,75.0,Medium,55
24,173.0,67.0,High,55
24,174.0,72.0,Medium,55
18,182.0,72.0,High,55
19,170.0,65.0,Medium,55
19,176.0,65.0,High,55
20,183.0,74.0,Medium,55
24,177.0,74.0,Medium,55
18,184.0,76.0,Medium,55
20,193.0,82.0,Medium,55
17,191.0,75.0,Medium,55
20,178.0,76.0,Medium,55
20,179.0,67.0,High,55
22,185.0,72.0,Medium,55
38,176.0,64.0,Medium,55
18,186.0,78.0,Medium,55
24,177.0,70.0,Medium,55
18,173.0,61.0,Medium,55
17,175.0,72.0,Medium,55
18,180.0,70.0,Medium,55
21,183.0,70.0,Medium,55
27,187.0,89.0,Medium,55
20,178.0,64.0,Medium,55
20,163.0,58.0,Medium,55
18,190.0,75.0,Medium,55
21,178.0,84.0,Medium,55
22,170.0,68.0,High,55
20,181.0,75.0,Medium,55
20,183.0,80.0,Medium,55
21,179.0,71.0,Medium,55
18,179.0,70.0,Medium,55
22,177.0,75.0,Medium,55
18,188.0,82.0,Medium,55
20,185.0,79.0,Medium,55
19,182.0,70.0,Low,55
28,179.0,74.0,Medium,55
19,176.0,77.0,Medium,55
39,182.0,83.0,Medium,55
24,180.0,69.0,Medium,55
20,173.0,67.0,Medium,55
24,187.0,78.0,Low,55
20,172.0,60.0,Medium,55
24,175.0,68.0,Medium,55
17,182.0,76.0,Medium,55
22,180.0,75.0,Medium,55
19,183.0,72.0,Medium,55
18,185.0,70.0,Medium,55
20,182.0,71.0,Medium,55
17,179.0,78.0,Low,55
20,191.0,77.0,Medium,55
17,175.0,82.0,Medium,55
26,193.0,87.0,Medium,55
17,178.0,70.0,Medium,55
21,172.0,79.0,Medium,55
19,185.0,70.0,Medium,55
23,188.0,82.0,Low,55
18,173.0,68.0,High,55
33,174.0,67.0,Low,55
19,186.0,82.0,Low,55
21,174.0,64.0,Medium,55
22,178.0,74.0,Medium,55
23,180.0,75.0,Medium,55
24,181.0,78.0,Medium,55
24,175.0,69.0,Medium,55
18,182.0,71.0,Medium,55
28,195.0,83.0,Medium,55
22,172.0,70.0,Medium,55
17,178.0,68.0,Medium,55
20,182.0,75.0,Medium,55
18,183.0,74.0,Medium,55
22,175.0,66.0,Medium,55
20,190.0,79.0,Medium,55
19,187.0,79.0,Medium,55
24,184.0,71.0,Medium,55
20,188.0,83.0,Medium,55
21,179.0,68.0,Medium,55
18,176.0,64.0,Medium,55
19,178.0,62.0,Medium,55
19,175.0,68.0,Medium,55
20,173.0,73.0,Medium,55
20,174.0,72.0,Medium,55
20,171.0,74.0,Medium,55
18,172.0,64.0,Medium,55
22,183.0,75.0,Medium,55
17,185.0,72.0,Medium,55
21,179.0,72.0,Medium,55
18,184.0,70.0,Medium,55
18,176.0,75.0,High,55
20,193.0,82.0,Medium,55
23,178.0,73.0,Medium,55
20,190.0,79.0,Medium,55
20,174.0,66.0,Medium,55
17,188.0,76.0,Medium,55
23,185.0,80.0,Medium,55
19,178.0,70.0,High,55
23,184.0,77.0,Medium,55
25,178.0,71.0,Medium,55
30,184.0,78.0,Medium,55
19,170.0,60.0,Medium,55
18,194.0,85.0,Medium,55
19,185.0,80.0,Medium,55
20,175.0,63.0,High,55
18,194.0,87.0,Medium,55
23,173.0,71.0,Medium,55
20,190.0,70.0,Medium,55
19,190.0,80.0,Medium,55
19,169.0,60.0,Medium,55
20,179.0,65.0,Medium,55
29,168.0,65.0,Medium,55
17,181.0,69.0,Medium,55
18,185.0,80.0,Medium,55
18,178.0,67.0,Medium,55
33,175.0,70.0,Medium,55
25,182.0,75.0,High,55
22,165.0,60.0,Medium,55
43,180.0,84.0,Medium,55
22,177.0,71.0,Medium,55
20,178.0,65.0,Medium,55
26,190.0,90.0,Medium,55
21,189.0,80.0,Medium,55
23,183.0,79.0,Medium,55
18,174.0,80.0,Medium,55
23,184.0,83.0,Medium,55
17,179.0,64.0,High,55
17,182.0,80.0,Medium,55
18,178.0,68.0,Medium,55
19,184.0,72.0,Medium,55
23,186.0,81.0,Medium,55
21,179.0,69.0,Medium,55
20,187.0,79.0,Medium,55
19,182.0,74.0,Medium,55
20,180.0,65.0,Medium,55
22,176.0,73.0,High,55
20,172.0,69.0,Medium,55
22,170.0,70.0,Medium,55
26,180.0,70.0,Medium,55
18,175.0,70.0,Medium,55
18,186.0,76.0,Medium,55
27,179.0,72.0,Medium,55
